name,formula,category,subcategory,density,thermal_conductivity,yield_strength,tensile_strength,youngs_modulus,hardness_vickers,thermal_expansion,electrical_resistivity,notes,source,mp_material_id,fracture_toughness,weibull_modulus
Fe3O4,Fe3O4,Ceramic,Oxide,5.694,,,,,,,,JVASP-87334,JARVIS dft_3d (scraped),,,
Nd4Ge3S12,Nd4Ge3S12,Ceramic,Mixed,4.509,,,,,,,,JVASP-97633,JARVIS dft_3d (scraped),,,
PuTaC2,PuTaC2,Ceramic,Carbide,14.244,,,,,,,,JVASP-107743,JARVIS dft_3d (scraped),,,
BaH4O6,BaH4O6,Ceramic,Oxide,3.322,,,,,,,,JVASP-97506,JARVIS dft_3d (scraped),,,
SmZrF7,SmZrF7,Ceramic,Mixed,4.382,,,,,,,,JVASP-97342,JARVIS dft_3d (scraped),,,
CuO,CuO,Ceramic,Oxide,4.039,,,,1.1613628620102214,,,,JVASP-91612,JARVIS dft_3d (scraped),,,
RbFeS2,RbFeS2,Ceramic,Mixed,3.5,,,,37.13987232807816,,,,JVASP-91750,JARVIS dft_3d (scraped),,,
Ba4CoCl,Ba4CoCl,Ceramic,Mixed,4.461,,,,,,,,JVASP-64803,JARVIS dft_3d (scraped),,,
Rb2PtCl6,Rb2PtCl6,Ceramic,Mixed,3.988,,,,26.92766132588564,,,,JVASP-3657,JARVIS dft_3d (scraped),,,
BaH2C2O4,BaH2C2O4,Ceramic,Oxide,3.265,,,,,,,,JVASP-98620,JARVIS dft_3d (scraped),,,
TmSi2Ni2,TmSi2Ni2,Ceramic,Mixed,7.676,,,,,,,,JVASP-15389,JARVIS dft_3d (scraped),,,
HfReSi,HfReSi,Ceramic,Mixed,13.619,,,,,,,,JVASP-89977,JARVIS dft_3d (scraped),,,
KPSe6,KPSe6,Ceramic,Mixed,4.047,,,,,,,,JVASP-97998,JARVIS dft_3d (scraped),,,
ZrUN2,ZrUN2,Ceramic,Nitride,11.188,,,,323.94948494885887,,,,JVASP-91852,JARVIS dft_3d (scraped),,,
TlNO2,TlNO2,Ceramic,Oxide,6.138,,,,26.40964689749743,,,,JVASP-53082,JARVIS dft_3d (scraped),,,
YbCO3,YbCO3,Ceramic,Oxide,6.511,,,,,,,,JVASP-50695,JARVIS dft_3d (scraped),,,
LiMnF4,LiMnF4,Ceramic,Mixed,3.591,,,,,,,,JVASP-48653,JARVIS dft_3d (scraped),,,
Tm4B6O15,Tm4B6O15,Ceramic,Oxide,4.585,,,,,,,,JVASP-50404,JARVIS dft_3d (scraped),,,
Li2Co4O7F,Li2Co4O7F,Ceramic,Oxide,4.853,,,,,,,,JVASP-42308,JARVIS dft_3d (scraped),,,
Ca2AlH10ClO8,Ca2AlH10ClO8,Ceramic,Oxide,1.794,,,,,,,,JVASP-97930,JARVIS dft_3d (scraped),,,
Nb5Si3,Nb5Si3,Ceramic,Mixed,6.951,,,,,,,,JVASP-98190,JARVIS dft_3d (scraped),,,
Ce2Si2O7,Ce2Si2O7,Ceramic,Oxide,4.798,,,,,,,,JVASP-97755,JARVIS dft_3d (scraped),,,
LiAlB14,LiAlB14,Ceramic,Boride,2.498,,,,,,,,JVASP-88373,JARVIS dft_3d (scraped),,,
K2NdP5O15,K2NdP5O15,Ceramic,Oxide,3.179,,,,,,,,JVASP-97442,JARVIS dft_3d (scraped),,,
V6O11F,V6O11F,Ceramic,Oxide,4.559,,,,,,,,JVASP-42544,JARVIS dft_3d (scraped),,,
NaGe2P3O12,NaGe2P3O12,Ceramic,Oxide,3.642,,,,,,,,JVASP-98239,JARVIS dft_3d (scraped),,,
Sm2Co7B3,Sm2Co7B3,Ceramic,Boride,8.735,,,,,,,,JVASP-98505,JARVIS dft_3d (scraped),,,
CoSbO4,CoSbO4,Ceramic,Oxide,5.718,,,,196.8791894600652,,,,JVASP-43066,JARVIS dft_3d (scraped),,,
YBrO,YBrO,Ceramic,Oxide,4.863,,,,64.79582891523204,,,,JVASP-12049,JARVIS dft_3d (scraped),,,
Sn2BF7,Sn2BF7,Ceramic,Boride,4.074,,,,,,,,JVASP-97814,JARVIS dft_3d (scraped),,,
CaZr4P6O24,CaZr4P6O24,Ceramic,Oxide,3.146,,,,,,,,JVASP-97864,JARVIS dft_3d (scraped),,,
Li3SbS4,Li3SbS4,Ceramic,Mixed,2.051,,,,17.130143540669856,,,,JVASP-42666,JARVIS dft_3d (scraped),,,
LiFeO2,LiFeO2,Ceramic,Oxide,4.768,,,,,,,,JVASP-48101,JARVIS dft_3d (scraped),,,
N,N,Ceramic,Elemental,0.683,,,,-22.64224832214765,,,,JVASP-1759,JARVIS dft_3d (scraped),,,
PbS,PbS,Ceramic,Mixed,7.218,,,,52.06274690886888,,,,JVASP-28356,JARVIS dft_3d (scraped),,,
Mn3O2F4,Mn3O2F4,Ceramic,Oxide,4.332,,,,,,,,JVASP-42726,JARVIS dft_3d (scraped),,,
Na2O,Na2O,Ceramic,Oxide,2.633,,,,78.74326955692177,,,,JVASP-43637,JARVIS dft_3d (scraped),,,
Sr3Fe2O7,Sr3Fe2O7,Ceramic,Oxide,5.505,,,,,,,,JVASP-97343,JARVIS dft_3d (scraped),,,
K2Ca3Si3O10,K2Ca3Si3O10,Ceramic,Oxide,2.996,,,,,,,,JVASP-98452,JARVIS dft_3d (scraped),,,
LiFe2F5,LiFe2F5,Ceramic,Mixed,3.798,,,,,,,,JVASP-44082,JARVIS dft_3d (scraped),,,
Li4CuF7,Li4CuF7,Ceramic,Mixed,2.631,,,,,,,,JVASP-50767,JARVIS dft_3d (scraped),,,
EuTaO4,EuTaO4,Ceramic,Oxide,8.545,,,,,,,,JVASP-86448,JARVIS dft_3d (scraped),,,
VCu3O4,VCu3O4,Ceramic,Oxide,5.368,,,,,,,,JVASP-89270,JARVIS dft_3d (scraped),,,
BeP4Rh,BeP4Rh,Ceramic,Mixed,4.466,,,,,,,,JVASP-65032,JARVIS dft_3d (scraped),,,
NiRuO3,NiRuO3,Ceramic,Oxide,6.735,,,,,,,,JVASP-38648,JARVIS dft_3d (scraped),,,
Ce7O12,Ce7O12,Ceramic,Oxide,6.584,,,,,,,,JVASP-86377,JARVIS dft_3d (scraped),,,
CrO,CrO,Ceramic,Oxide,4.91,,,,,,,,JVASP-107785,JARVIS dft_3d (scraped),,,
BiP4HO12,BiP4HO12,Ceramic,Oxide,3.877,,,,,,,,JVASP-98366,JARVIS dft_3d (scraped),,,
TaP4S5Cl5,TaP4S5Cl5,Ceramic,Mixed,2.846,,,,,,,,JVASP-97634,JARVIS dft_3d (scraped),,,
LiVSi2O6,LiVSi2O6,Ceramic,Oxide,3.32,,,,,,,,JVASP-97999,JARVIS dft_3d (scraped),,,
TaReSi,TaReSi,Ceramic,Mixed,14.469,,,,,,,,JVASP-90239,JARVIS dft_3d (scraped),,,
YbBa2SbO6,YbBa2SbO6,Ceramic,Oxide,5.496,,,,,,,,JVASP-98192,JARVIS dft_3d (scraped),,,
Rb4CO4,Rb4CO4,Ceramic,Oxide,4.051,,,,,,,,JVASP-97865,JARVIS dft_3d (scraped),,,
Na3Co2SbO6,Na3Co2SbO6,Ceramic,Oxide,5.014,,,,,,,,JVASP-89042,JARVIS dft_3d (scraped),,,
RuN6Cl2,RuN6Cl2,Ceramic,Nitride,3.393,,,,,,,,JVASP-90343,JARVIS dft_3d (scraped),,,
Li6MnO2F4,Li6MnO2F4,Ceramic,Oxide,2.272,,,,,,,,JVASP-48314,JARVIS dft_3d (scraped),,,
MnPS3,MnPS3,Ceramic,Mixed,2.94,,,,50.39398568019093,,,,JVASP-4603,JARVIS dft_3d (scraped),,,
Ca4Ni3C5,Ca4Ni3C5,Ceramic,Carbide,3.511,,,,,,,,JVASP-88565,JARVIS dft_3d (scraped),,,
Rb2CoF6,Rb2CoF6,Ceramic,Mixed,3.87,,,,26.802919708029197,,,,JVASP-22621,JARVIS dft_3d (scraped),,,
ZnCoO2,ZnCoO2,Ceramic,Oxide,6.646,,,,,,,,JVASP-44249,JARVIS dft_3d (scraped),,,
Li3MnF6,Li3MnF6,Ceramic,Mixed,3.177,,,,,,,,JVASP-48580,JARVIS dft_3d (scraped),,,
KAgO3,KAgO3,Ceramic,Oxide,4.601,,,,,,,,JVASP-38515,JARVIS dft_3d (scraped),,,
LiMnP,LiMnP,Ceramic,Mixed,3.694,,,,107.90615218491648,,,,JVASP-88017,JARVIS dft_3d (scraped),,,
Sr3Hf2O7,Sr3Hf2O7,Ceramic,Oxide,6.912,,,,,,,,JVASP-52552,JARVIS dft_3d (scraped),,,
TlCuHSeO5,TlCuHSeO5,Ceramic,Oxide,5.711,,,,,,,,JVASP-85793,JARVIS dft_3d (scraped),,,
Ba3Nb2CoO9,Ba3Nb2CoO9,Ceramic,Oxide,6.334,,,,,,,,JVASP-86588,JARVIS dft_3d (scraped),,,
Li4MnO2F2,Li4MnO2F2,Ceramic,Oxide,2.694,,,,,,,,JVASP-48805,JARVIS dft_3d (scraped),,,
LiMnO4,LiMnO4,Ceramic,Oxide,2.937,,,,,,,,JVASP-98001,JARVIS dft_3d (scraped),,,
Ca3Ni7B2,Ca3Ni7B2,Ceramic,Boride,5.665,,,,,,,,JVASP-87047,JARVIS dft_3d (scraped),,,
K2Al2B2O7,K2Al2B2O7,Ceramic,Oxide,2.459,,,,,,,,JVASP-97443,JARVIS dft_3d (scraped),,,
Li3Fe7O12,Li3Fe7O12,Ceramic,Oxide,5.09,,,,,,,,JVASP-47772,JARVIS dft_3d (scraped),,,
BeTcCl4,BeTcCl4,Ceramic,Mixed,3.026,,,,,,,,JVASP-65033,JARVIS dft_3d (scraped),,,
Li4MnV3O8,Li4MnV3O8,Ceramic,Oxide,4.182,,,,,,,,JVASP-48391,JARVIS dft_3d (scraped),,,
SmMnSi2,SmMnSi2,Ceramic,Mixed,6.187,,,,178.01469224658788,,,,JVASP-91798,JARVIS dft_3d (scraped),,,
CdSO3,CdSO3,Ceramic,Oxide,4.307,,,,,,,,JVASP-97866,JARVIS dft_3d (scraped),,,
Li2CoO2F,Li2CoO2F,Ceramic,Oxide,4.221,,,,,,,,JVASP-48474,JARVIS dft_3d (scraped),,,
K3CO3F,K3CO3F,Ceramic,Oxide,2.537,,,,44.67023554603854,,,,JVASP-87109,JARVIS dft_3d (scraped),,,
Ba4PPb,Ba4PPb,Ceramic,Mixed,5.586,,,,,,,,JVASP-63973,JARVIS dft_3d (scraped),,,
FeSO4,FeSO4,Ceramic,Oxide,3.6,,,,,,,,JVASP-97344,JARVIS dft_3d (scraped),,,
MgMnF6,MgMnF6,Ceramic,Mixed,3.486,,,,,,,,JVASP-107786,JARVIS dft_3d (scraped),,,
K2PdO2,K2PdO2,Ceramic,Oxide,4.411,,,,83.2087804983561,,,,JVASP-22560,JARVIS dft_3d (scraped),,,
CaB3H5O8,CaB3H5O8,Ceramic,Oxide,2.454,,,,,,,,JVASP-97636,JARVIS dft_3d (scraped),,,
LiBe2Cl,LiBe2Cl,Ceramic,Mixed,1.679,,,,38.44421146245059,,,,JVASP-65075,JARVIS dft_3d (scraped),,,
Ca3Mn2Si3O12,Ca3Mn2Si3O12,Ceramic,Oxide,3.794,,,,,,,,JVASP-97685,JARVIS dft_3d (scraped),,,
LuNbO4,LuNbO4,Ceramic,Oxide,7.678,,,,185.1488189879086,,,,JVASP-85717,JARVIS dft_3d (scraped),,,
K4CO4,K4CO4,Ceramic,Oxide,2.651,,,,21.76689329758713,,,,JVASP-87220,JARVIS dft_3d (scraped),,,
InCu6ClO8,InCu6ClO8,Ceramic,Oxide,5.631,,,,,,,,JVASP-85469,JARVIS dft_3d (scraped),,,
La2MoO6,La2MoO6,Ceramic,Oxide,6.121,,,,,,,,JVASP-90543,JARVIS dft_3d (scraped),,,
Cu5Si2S7,Cu5Si2S7,Ceramic,Mixed,3.985,,,,,,,,JVASP-98508,JARVIS dft_3d (scraped),,,
RbBiC4S4N4,RbBiC4S4N4,Ceramic,Nitride,3.174,,,,,,,,JVASP-88718,JARVIS dft_3d (scraped),,,
LiVF4,LiVF4,Ceramic,Mixed,2.742,,,,,,,,JVASP-42233,JARVIS dft_3d (scraped),,,
Ba3Te4O11,Ba3Te4O11,Ceramic,Oxide,5.438,,,,,,,,JVASP-98367,JARVIS dft_3d (scraped),,,
TmPaO4,TmPaO4,Ceramic,Oxide,10.097,,,,,,,,JVASP-53445,JARVIS dft_3d (scraped),,,
Na4WO4,Na4WO4,Ceramic,Oxide,4.558,,,,,,,,JVASP-42416,JARVIS dft_3d (scraped),,,
CaHfO3,CaHfO3,Ceramic,Oxide,6.928,,,,247.6189929566912,,,,JVASP-49953,JARVIS dft_3d (scraped),,,
Ba4VCl,Ba4VCl,Ceramic,Mixed,4.174,,,,,,,,JVASP-64686,JARVIS dft_3d (scraped),,,
KH3SO6,KH3SO6,Ceramic,Oxide,2.207,,,,,,,,JVASP-98623,JARVIS dft_3d (scraped),,,
Ba4SiSn,Ba4SiSn,Ceramic,Mixed,4.866,,,,,,,,JVASP-64110,JARVIS dft_3d (scraped),,,
MgB12C2,MgB12C2,Ceramic,Carbide,2.703,,,,,,,,JVASP-88165,JARVIS dft_3d (scraped),,,
AuSeCl7,AuSeCl7,Ceramic,Mixed,3.59,,,,,,,,JVASP-5506,JARVIS dft_3d (scraped),,,
RbPrP3HO10,RbPrP3HO10,Ceramic,Oxide,3.638,,,,,,,,JVASP-98108,JARVIS dft_3d (scraped),,,
K2Ta15O32,K2Ta15O32,Ceramic,Oxide,8.61,,,,,,,,JVASP-97816,JARVIS dft_3d (scraped),,,
Ba4BeP,Ba4BeP,Ceramic,Mixed,4.23,,,,,,,,JVASP-63976,JARVIS dft_3d (scraped),,,
CeAlO3,CeAlO3,Ceramic,Oxide,6.624,,,,330.9116137759095,,,,JVASP-86506,JARVIS dft_3d (scraped),,,
CeP2,CeP2,Ceramic,Mixed,5.389,,,,123.14041715944522,,,,JVASP-86682,JARVIS dft_3d (scraped),,,
MnTlCl3,MnTlCl3,Ceramic,Mixed,4.865,,,,,,,,JVASP-98737,JARVIS dft_3d (scraped),,,
Li4CoO2F2,Li4CoO2F2,Ceramic,Oxide,2.912,,,,84.52439951035953,,,,JVASP-42811,JARVIS dft_3d (scraped),,,
Li2V3S6,Li2V3S6,Ceramic,Mixed,2.962,,,,,,,,JVASP-50405,JARVIS dft_3d (scraped),,,
Ba4TcCl,Ba4TcCl,Ceramic,Mixed,5.019,,,,,,,,JVASP-64111,JARVIS dft_3d (scraped),,,
Ca3SiBr2,Ca3SiBr2,Ceramic,Mixed,2.787,,,,,,,,JVASP-86279,JARVIS dft_3d (scraped),,,
BiPO4,BiPO4,Ceramic,Oxide,6.234,,,,,,,,JVASP-85930,JARVIS dft_3d (scraped),,,
TbSi2Pd2,TbSi2Pd2,Ceramic,Mixed,8.185,,,,141.09130091465423,,,,JVASP-15346,JARVIS dft_3d (scraped),,,
Ba2CaB6O12,Ba2CaB6O12,Ceramic,Oxide,3.614,,,,,,,,JVASP-88374,JARVIS dft_3d (scraped),,,
Y6TeO12,Y6TeO12,Ceramic,Oxide,5.417,,,,,,,,JVASP-49780,JARVIS dft_3d (scraped),,,
K2ZrCdH16C8O24,K2ZrCdH16C8O24,Ceramic,Oxide,2.333,,,,,,,,JVASP-97757,JARVIS dft_3d (scraped),,,
HgC2N2,HgC2N2,Ceramic,Nitride,4.177,,,,,,,,JVASP-98831,JARVIS dft_3d (scraped),,,
Be2SiBi,Be2SiBi,Ceramic,Mixed,6.036,,,,,,,,JVASP-64881,JARVIS dft_3d (scraped),,,
Ba4SiHg,Ba4SiHg,Ceramic,Mixed,5.357,,,,,,,,JVASP-64555,JARVIS dft_3d (scraped),,,
ZnH4C2O6,ZnH4C2O6,Ceramic,Oxide,2.612,,,,,,,,JVASP-32216,JARVIS dft_3d (scraped),,,
Rb3InO3,Rb3InO3,Ceramic,Oxide,4.439,,,,,,,,JVASP-42545,JARVIS dft_3d (scraped),,,
ErB4Rh4,ErB4Rh4,Ceramic,Boride,9.806,,,,,,,,JVASP-98193,JARVIS dft_3d (scraped),,,
V4OF11,V4OF11,Ceramic,Oxide,3.62,,,,,,,,JVASP-42312,JARVIS dft_3d (scraped),,,
Cd4GeS6,Cd4GeS6,Ceramic,Mixed,4.49,,,,,,,,JVASP-97394,JARVIS dft_3d (scraped),,,
CoO2,CoO2,Ceramic,Oxide,2.271,,,,126.82423315219272,,,,JVASP-12019,JARVIS dft_3d (scraped),,,
LiNiPO4,LiNiPO4,Ceramic,Oxide,3.953,,,,,,,,JVASP-47969,JARVIS dft_3d (scraped),,,
SrCrO3,SrCrO3,Ceramic,Oxide,5.533,,,,,,,,JVASP-107788,JARVIS dft_3d (scraped),,,
Na3P,Na3P,Ceramic,Mixed,1.778,,,,,,,,JVASP-2148,JARVIS dft_3d (scraped),,,
Ta6Fe16Si7,Ta6Fe16Si7,Ceramic,Mixed,10.328,,,,,,,,JVASP-98049,JARVIS dft_3d (scraped),,,
Mn3O5F,Mn3O5F,Ceramic,Oxide,4.904,,,,,,,,JVASP-48103,JARVIS dft_3d (scraped),,,
Ba4TiSi,Ba4TiSi,Ceramic,Mixed,4.358,,,,,,,,JVASP-64064,JARVIS dft_3d (scraped),,,
Fe2O3,Fe2O3,Ceramic,Oxide,6.084,,,,,,,,JVASP-87336,JARVIS dft_3d (scraped),,,
Ba4GaSi,Ba4GaSi,Ceramic,Mixed,4.513,,,,,,,,JVASP-63980,JARVIS dft_3d (scraped),,,
WOF4,WOF4,Ceramic,Oxide,5.595,,,,51.69529573087119,,,,JVASP-48933,JARVIS dft_3d (scraped),,,
KMn6P7O24,KMn6P7O24,Ceramic,Oxide,3.561,,,,,,,,JVASP-98002,JARVIS dft_3d (scraped),,,
YbO,YbO,Ceramic,Oxide,12.03,,,,240.03195266272184,,,,JVASP-1291,JARVIS dft_3d (scraped),,,
Cu2OF2,Cu2OF2,Ceramic,Oxide,3.655,,,,,,,,JVASP-50768,JARVIS dft_3d (scraped),,,
K2SnO6,K2SnO6,Ceramic,Oxide,3.904,,,,,,,,JVASP-90344,JARVIS dft_3d (scraped),,,
As2PbO4,As2PbO4,Ceramic,Oxide,5.919,,,,,,,,JVASP-97817,JARVIS dft_3d (scraped),,,
CeSi2Ag,CeSi2Ag,Ceramic,Mixed,6.464,,,,,,,,JVASP-90861,JARVIS dft_3d (scraped),,,
LaMnO3,LaMnO3,Ceramic,Oxide,6.671,,,,,,,,JVASP-97345,JARVIS dft_3d (scraped),,,
Li2CrO3,Li2CrO3,Ceramic,Oxide,3.792,,,,,,,,JVASP-48654,JARVIS dft_3d (scraped),,,
V3Pb5ClO12,V3Pb5ClO12,Ceramic,Oxide,6.815,,,,,,,,JVASP-97508,JARVIS dft_3d (scraped),,,
TbCo2Si2,TbCo2Si2,Ceramic,Mixed,7.448,,,,224.32968901384908,,,,JVASP-15183,JARVIS dft_3d (scraped),,,
Sm2Fe2O5,Sm2Fe2O5,Ceramic,Oxide,7.673,,,,,,,,JVASP-90120,JARVIS dft_3d (scraped),,,
K4Nb11Al2O20F,K4Nb11Al2O20F,Ceramic,Oxide,5.175,,,,,,,,JVASP-97867,JARVIS dft_3d (scraped),,,
La2SiO5,La2SiO5,Ceramic,Oxide,5.469,,,,,,,,JVASP-98509,JARVIS dft_3d (scraped),,,
In3NO3,In3NO3,Ceramic,Oxide,6.833,,,,,,,,JVASP-44085,JARVIS dft_3d (scraped),,,
CeS2,CeS2,Ceramic,Mixed,5.181,,,,,,,,JVASP-97590,JARVIS dft_3d (scraped),,,
BeCrP,BeCrP,Ceramic,Mixed,4.295,,,,,,,,JVASP-65114,JARVIS dft_3d (scraped),,,
Li2BPt3,Li2BPt3,Ceramic,Boride,12.689,,,,,,,,JVASP-87919,JARVIS dft_3d (scraped),,,
Li3FeF6,Li3FeF6,Ceramic,Mixed,3.005,,,,,,,,JVASP-43762,JARVIS dft_3d (scraped),,,
MgH6Br2N2,MgH6Br2N2,Ceramic,Nitride,2.614,,,,,,,,JVASP-97933,JARVIS dft_3d (scraped),,,
Zr2Cr4Si5,Zr2Cr4Si5,Ceramic,Mixed,5.795,,,,,,,,JVASP-98738,JARVIS dft_3d (scraped),,,
Ba4BeSi,Ba4BeSi,Ceramic,Mixed,4.112,,,,,,,,JVASP-63936,JARVIS dft_3d (scraped),,,
CeSiHRu,CeSiHRu,Ceramic,Mixed,7.193,,,,167.55790503088213,,,,JVASP-85372,JARVIS dft_3d (scraped),,,
Ba2ZrO4,Ba2ZrO4,Ceramic,Oxide,5.913,,,,155.57708605826397,,,,JVASP-87050,JARVIS dft_3d (scraped),,,
Rb2PbO3,Rb2PbO3,Ceramic,Oxide,5.72,,,,,,,,JVASP-88845,JARVIS dft_3d (scraped),,,
Sm4Si2Se3O7,Sm4Si2Se3O7,Ceramic,Oxide,6.452,,,,,,,,JVASP-98457,JARVIS dft_3d (scraped),,,
Ba4SiTe,Ba4SiTe,Ceramic,Mixed,4.988,,,,,,,,JVASP-64026,JARVIS dft_3d (scraped),,,
SrH16O10,SrH16O10,Ceramic,Oxide,2.065,,,,,,,,JVASP-98303,JARVIS dft_3d (scraped),,,
CeMg6B,CeMg6B,Ceramic,Boride,2.814,,,,,,,,JVASP-90447,JARVIS dft_3d (scraped),,,
KAlO2,KAlO2,Ceramic,Oxide,2.829,,,,,,,,JVASP-98241,JARVIS dft_3d (scraped),,,
Ca2BClO3,Ca2BClO3,Ceramic,Oxide,2.775,,,,,,,,JVASP-98052,JARVIS dft_3d (scraped),,,
Ba4RuCl,Ba4RuCl,Ceramic,Mixed,4.987,,,,,,,,JVASP-63986,JARVIS dft_3d (scraped),,,
Ba4BeCl,Ba4BeCl,Ceramic,Mixed,3.825,,,,,,,,JVASP-64152,JARVIS dft_3d (scraped),,,
Ba5V5O14,Ba5V5O14,Ceramic,Oxide,5.509,,,,,,,,JVASP-89043,JARVIS dft_3d (scraped),,,
Rb3CO3F,Rb3CO3F,Ceramic,Oxide,3.723,,,,,,,,JVASP-87110,JARVIS dft_3d (scraped),,,
Li2CoSnO4,Li2CoSnO4,Ceramic,Oxide,5.399,,,,,,,,JVASP-43643,JARVIS dft_3d (scraped),,,
LiVOF3,LiVOF3,Ceramic,Oxide,3.565,,,,,,,,JVASP-48806,JARVIS dft_3d (scraped),,,
FeSb2O6,FeSb2O6,Ceramic,Oxide,6.147,,,,,,,,JVASP-89293,JARVIS dft_3d (scraped),,,
HgSb2O6,HgSb2O6,Ceramic,Oxide,7.299,,,,103.7150510463904,,,,JVASP-23437,JARVIS dft_3d (scraped),,,
CeNiAsO,CeNiAsO,Ceramic,Oxide,7.576,,,,,,,,JVASP-91527,JARVIS dft_3d (scraped),,,
H10PtCN8O2,H10PtCN8O2,Ceramic,Oxide,3.019,,,,,,,,JVASP-98110,JARVIS dft_3d (scraped),,,
V3OF7,V3OF7,Ceramic,Oxide,3.425,,,,,,,,JVASP-48581,JARVIS dft_3d (scraped),,,
Li3Fe4B4O12,Li3Fe4B4O12,Ceramic,Oxide,3.469,,,,,,,,JVASP-42920,JARVIS dft_3d (scraped),,,
Fe8O9,Fe8O9,Ceramic,Oxide,5.673,,,,,,,,JVASP-48315,JARVIS dft_3d (scraped),,,
Ba3Zn5In2O11,Ba3Zn5In2O11,Ceramic,Oxide,6.201,,,,,,,,JVASP-97445,JARVIS dft_3d (scraped),,,
K2SnO2,K2SnO2,Ceramic,Oxide,3.485,,,,,,,,JVASP-52553,JARVIS dft_3d (scraped),,,
VPbO3,VPbO3,Ceramic,Oxide,7.481,,,,,,,,JVASP-107789,JARVIS dft_3d (scraped),,,
Fe6O11F,Fe6O11F,Ceramic,Oxide,5.402,,,,,,,,JVASP-42728,JARVIS dft_3d (scraped),,,
KNO3,KNO3,Ceramic,Oxide,2.217,,,,,,,,JVASP-98510,JARVIS dft_3d (scraped),,,
La2CrO6,La2CrO6,Ceramic,Oxide,6.077,,,,,,,,JVASP-90544,JARVIS dft_3d (scraped),,,
Ba2LaIrO6,Ba2LaIrO6,Ceramic,Oxide,7.261,,,,,,,,JVASP-87221,JARVIS dft_3d (scraped),,,
AlFeF5,AlFeF5,Ceramic,Mixed,3.741,,,,178.30992196308168,,,,JVASP-22622,JARVIS dft_3d (scraped),,,
Tb2B2C3,Tb2B2C3,Ceramic,Carbide,7.489,,,,,,,,JVASP-86735,JARVIS dft_3d (scraped),,,
PrSi2Cu2,PrSi2Cu2,Ceramic,Mixed,6.325,,,,175.3050928509818,,,,JVASP-15302,JARVIS dft_3d (scraped),,,
Ba4GaCl,Ba4GaCl,Ceramic,Mixed,4.264,,,,-7.899112404510731,,,,JVASP-64340,JARVIS dft_3d (scraped),,,
KCuCl3,KCuCl3,Ceramic,Mixed,2.799,,,,,,,,JVASP-97511,JARVIS dft_3d (scraped),,,
CoCu2SnS4,CoCu2SnS4,Ceramic,Mixed,4.589,,,,68.8314596235082,,,,JVASP-91854,JARVIS dft_3d (scraped),,,
Rb4NO,Rb4NO,Ceramic,Oxide,3.745,,,,28.664785110811803,,,,JVASP-38157,JARVIS dft_3d (scraped),,,
CeSi3N5,CeSi3N5,Ceramic,Nitride,4.58,,,,,,,,JVASP-98372,JARVIS dft_3d (scraped),,,
Ca3Mn2O7,Ca3Mn2O7,Ceramic,Oxide,4.215,,,,,,,,JVASP-98004,JARVIS dft_3d (scraped),,,
Sr8Fe3N8,Sr8Fe3N8,Ceramic,Nitride,4.578,,,,,,,,JVASP-85285,JARVIS dft_3d (scraped),,,
YbCo2Si2,YbCo2Si2,Ceramic,Mixed,7.77,,,,,,,,JVASP-86507,JARVIS dft_3d (scraped),,,
PrClO2,PrClO2,Ceramic,Oxide,4.632,,,,39.931608690192135,,,,JVASP-90719,JARVIS dft_3d (scraped),,,
K11LiMn4O16,K11LiMn4O16,Ceramic,Oxide,2.824,,,,,,,,JVASP-88720,JARVIS dft_3d (scraped),,,
Nd2BC,Nd2BC,Ceramic,Carbide,5.979,,,,,,,,JVASP-91996,JARVIS dft_3d (scraped),,,
S2O5F2,S2O5F2,Ceramic,Non-Oxide,2.428,,,,,,,,JVASP-97818,JARVIS dft_3d (scraped),,,
Ba4LiP,Ba4LiP,Ceramic,Mixed,3.902,,,,,,,,JVASP-64345,JARVIS dft_3d (scraped),,,
