name,formula,category,subcategory,density,thermal_conductivity,yield_strength,tensile_strength,youngs_modulus,hardness_vickers,thermal_expansion,electrical_resistivity,notes,source,mp_material_id,fracture_toughness,weibull_modulus
Li3MnP2O8,Li3MnP2O8,Ceramic,Oxide,3.195,,,,,,,,JVASP-48392,JARVIS dft_3d (scraped),,,
PrCo9Si4,PrCo9Si4,Ceramic,Mixed,7.582,,,,,,,,JVASP-97594,JARVIS dft_3d (scraped),,,
Ba4PBr,Ba4PBr,Ceramic,Mixed,4.727,,,,,,,,JVASP-63940,JARVIS dft_3d (scraped),,,
Li2Ni3SbO8,Li2Ni3SbO8,Ceramic,Oxide,5.039,,,,,,,,JVASP-43305,JARVIS dft_3d (scraped),,,
ScAgP2S6,ScAgP2S6,Ceramic,Mixed,3.152,,,,,,,,JVASP-4606,JARVIS dft_3d (scraped),,,
LaNi2B2C,LaNi2B2C,Ceramic,Carbide,6.787,,,,,,,,JVASP-86683,JARVIS dft_3d (scraped),,,
Ba4GeCl,Ba4GeCl,Ceramic,Mixed,4.566,,,,,,,,JVASP-64475,JARVIS dft_3d (scraped),,,
RbMnO2,RbMnO2,Ceramic,Oxide,4.175,,,,,,,,JVASP-98112,JARVIS dft_3d (scraped),,,
Mn3Si,Mn3Si,Ceramic,Mixed,7.348,,,,,,,,JVASP-107749,JARVIS dft_3d (scraped),,,
BeP4Ru,BeP4Ru,Ceramic,Mixed,4.555,,,,-72.65589336008334,,,,JVASP-64997,JARVIS dft_3d (scraped),,,
EuF2,EuF2,Ceramic,Mixed,7.062,,,,54.37430960002487,,,,JVASP-88019,JARVIS dft_3d (scraped),,,
V2S2O11,V2S2O11,Ceramic,Oxide,2.785,,,,,,,,JVASP-98745,JARVIS dft_3d (scraped),,,
Bi2Pd3S2,Bi2Pd3S2,Ceramic,Mixed,8.936,,,,,,,,JVASP-98053,JARVIS dft_3d (scraped),,,
Yb2Si2O7,Yb2Si2O7,Ceramic,Oxide,5.726,,,,86.39743297204791,,,,JVASP-86450,JARVIS dft_3d (scraped),,,
Bi2MoO6,Bi2MoO6,Ceramic,Oxide,8.293,,,,170.20786521361237,,,,JVASP-86038,JARVIS dft_3d (scraped),,,
Ba4PtCl,Ba4PtCl,Ceramic,Mixed,5.736,,,,,,,,JVASP-63941,JARVIS dft_3d (scraped),,,
Ba3ErMn2O9,Ba3ErMn2O9,Ceramic,Oxide,6.63,,,,,,,,JVASP-97638,JARVIS dft_3d (scraped),,,
CoI2N6,CoI2N6,Ceramic,Nitride,5.853,,,,,,,,JVASP-90346,JARVIS dft_3d (scraped),,,
Ca2As3Pb3ClO12,Ca2As3Pb3ClO12,Ceramic,Oxide,5.864,,,,,,,,JVASP-97868,JARVIS dft_3d (scraped),,,
Y3TlC,Y3TlC,Ceramic,Carbide,6.808,,,,154.57996382312092,,,,JVASP-16219,JARVIS dft_3d (scraped),,,
BeTeP4,BeTeP4,Ceramic,Mixed,3.069,,,,,,,,JVASP-65082,JARVIS dft_3d (scraped),,,
BaGa2Ge2O8,BaGa2Ge2O8,Ceramic,Oxide,4.518,,,,,,,,JVASP-97396,JARVIS dft_3d (scraped),,,
Ba4TeCl,Ba4TeCl,Ceramic,Mixed,4.722,,,,,,,,JVASP-64826,JARVIS dft_3d (scraped),,,
BC2N,BC2N,Ceramic,Non-Oxide,2.294,,,,,,,,JVASP-90862,JARVIS dft_3d (scraped),,,
K3InP2,K3InP2,Ceramic,Mixed,2.597,,,,,,,,JVASP-87920,JARVIS dft_3d (scraped),,,
AuCClO,AuCClO,Ceramic,Oxide,5.107,,,,17.776002369668245,,,,JVASP-86596,JARVIS dft_3d (scraped),,,
CaSi2,CaSi2,Ceramic,Mixed,2.413,,,,,,,,JVASP-86381,JARVIS dft_3d (scraped),,,
Ba4ZrSi,Ba4ZrSi,Ceramic,Mixed,4.639,,,,,,,,JVASP-64074,JARVIS dft_3d (scraped),,,
Li8BiS6,Li8BiS6,Ceramic,Mixed,2.901,,,,,,,,JVASP-50409,JARVIS dft_3d (scraped),,,
KMnH24C14N8,KMnH24C14N8,Ceramic,Nitride,1.458,,,,,,,,JVASP-97934,JARVIS dft_3d (scraped),,,
Ba4SiCl,Ba4SiCl,Ceramic,Mixed,4.308,,,,,,,,JVASP-64031,JARVIS dft_3d (scraped),,,
Li3Cr2Ni2O8,Li3Cr2Ni2O8,Ceramic,Oxide,4.527,,,,,,,,JVASP-42234,JARVIS dft_3d (scraped),,,
Ta2CrNO5,Ta2CrNO5,Ceramic,Oxide,8.283,,,,,,,,JVASP-42591,JARVIS dft_3d (scraped),,,
LiNbF6,LiNbF6,Ceramic,Mixed,3.394,,,,48.85170276414982,,,,JVASP-91799,JARVIS dft_3d (scraped),,,
Pr2TeO2,Pr2TeO2,Ceramic,Oxide,6.71,,,,102.74892797132296,,,,JVASP-3324,JARVIS dft_3d (scraped),,,
Ba4SiPb,Ba4SiPb,Ceramic,Mixed,5.406,,,,,,,,JVASP-63989,JARVIS dft_3d (scraped),,,
BaCaGaF7,BaCaGaF7,Ceramic,Mixed,4.441,,,,,,,,JVASP-88375,JARVIS dft_3d (scraped),,,
Ni2PO5,Ni2PO5,Ceramic,Oxide,4.529,,,,,,,,JVASP-43306,JARVIS dft_3d (scraped),,,
Sm2Fe2Se2O3,Sm2Fe2Se2O3,Ceramic,Oxide,6.963,,,,,,,,JVASP-90242,JARVIS dft_3d (scraped),,,
LiCoSiO4,LiCoSiO4,Ceramic,Oxide,3.075,,,,,,,,JVASP-48105,JARVIS dft_3d (scraped),,,
BaTiO3,BaTiO3,Ceramic,Oxide,3.654,,,,32.32160183600436,,,,JVASP-85718,JARVIS dft_3d (scraped),,,
Dy6Fe16O,Dy6Fe16O,Ceramic,Oxide,9.561,,,,,,,,JVASP-98511,JARVIS dft_3d (scraped),,,
Sr2CoSe2Cl2O6,Sr2CoSe2Cl2O6,Ceramic,Oxide,4.367,,,,,,,,JVASP-98114,JARVIS dft_3d (scraped),,,
KNaLi2S2O8,KNaLi2S2O8,Ceramic,Oxide,2.479,,,,,,,,JVASP-98194,JARVIS dft_3d (scraped),,,
Li5Ti2Co5O12,Li5Ti2Co5O12,Ceramic,Oxide,4.845,,,,,,,,JVASP-48172,JARVIS dft_3d (scraped),,,
CaAsH5O6,CaAsH5O6,Ceramic,Oxide,2.516,,,,,,,,JVASP-49954,JARVIS dft_3d (scraped),,,
Ba2UFeO6,Ba2UFeO6,Ceramic,Oxide,7.87,,,,,,,,JVASP-107792,JARVIS dft_3d (scraped),,,
La2Mn2Se2O3,La2Mn2Se2O3,Ceramic,Oxide,6.123,,,,,,,,JVASP-89907,JARVIS dft_3d (scraped),,,
CaH12I2O14,CaH12I2O14,Ceramic,Oxide,3.238,,,,,,,,JVASP-98626,JARVIS dft_3d (scraped),,,
Li2Co3SnO8,Li2Co3SnO8,Ceramic,Oxide,5.138,,,,,,,,JVASP-46857,JARVIS dft_3d (scraped),,,
K2CuH8C4O12,K2CuH8C4O12,Ceramic,Oxide,2.253,,,,,,,,JVASP-98842,JARVIS dft_3d (scraped),,,
LiErP4O12,LiErP4O12,Ceramic,Oxide,3.731,,,,,,,,JVASP-98243,JARVIS dft_3d (scraped),,,
Ni23B6,Ni23B6,Ceramic,Boride,8.336,,,,,,,,JVASP-97351,JARVIS dft_3d (scraped),,,
BiB3O6,BiB3O6,Ceramic,Oxide,6.117,,,,,,,,JVASP-97869,JARVIS dft_3d (scraped),,,
Eu2PI,Eu2PI,Ceramic,Mixed,6.895,,,,77.7373237358836,,,,JVASP-86855,JARVIS dft_3d (scraped),,,
HgO,HgO,Ceramic,Oxide,10.462,,,,39.69074471722629,,,,JVASP-2133,JARVIS dft_3d (scraped),,,
UCoO4,UCoO4,Ceramic,Oxide,8.31,,,,,,,,JVASP-89044,JARVIS dft_3d (scraped),,,
AgC2N3,AgC2N3,Ceramic,Nitride,3.391,,,,17.95859351546082,,,,JVASP-85471,JARVIS dft_3d (scraped),,,
Be2ReSi,Be2ReSi,Ceramic,Mixed,8.338,,,,,,,,JVASP-65038,JARVIS dft_3d (scraped),,,
CoH2SO5,CoH2SO5,Ceramic,Oxide,3.272,,,,81.07442046597387,,,,JVASP-85671,JARVIS dft_3d (scraped),,,
Mn3FeP4,Mn3FeP4,Ceramic,Mixed,5.979,,,,,,,,JVASP-107750,JARVIS dft_3d (scraped),,,
Li3VO3F2,Li3VO3F2,Ceramic,Oxide,2.625,,,,,,,,JVASP-42812,JARVIS dft_3d (scraped),,,
LiMn2P2O8,LiMn2P2O8,Ceramic,Oxide,3.5,,,,,,,,JVASP-42633,JARVIS dft_3d (scraped),,,
Ba4SeCl,Ba4SeCl,Ceramic,Mixed,4.613,,,,,,,,JVASP-64295,JARVIS dft_3d (scraped),,,
Li3CuF6,Li3CuF6,Ceramic,Mixed,3.406,,,,,,,,JVASP-50769,JARVIS dft_3d (scraped),,,
Li2Fe5O5F7,Li2Fe5O5F7,Ceramic,Oxide,4.326,,,,,,,,JVASP-42547,JARVIS dft_3d (scraped),,,
Mg3V6Fe4O24,Mg3V6Fe4O24,Ceramic,Oxide,3.746,,,,,,,,JVASP-97595,JARVIS dft_3d (scraped),,,
Ba2HfO4,Ba2HfO4,Ceramic,Oxide,7.247,,,,164.93029128979418,,,,JVASP-49782,JARVIS dft_3d (scraped),,,
Si2Ag6O7,Si2Ag6O7,Ceramic,Oxide,6.252,,,,,,,,JVASP-97446,JARVIS dft_3d (scraped),,,
NbFeF6,NbFeF6,Ceramic,Mixed,3.842,,,,57.128250641574,,,,JVASP-85931,JARVIS dft_3d (scraped),,,
MoCl3,MoCl3,Ceramic,Mixed,3.766,,,,55.23870330181367,,,,JVASP-86106,JARVIS dft_3d (scraped),,,
LuSi2Cu2,LuSi2Cu2,Ceramic,Mixed,7.682,,,,,,,,JVASP-86510,JARVIS dft_3d (scraped),,,
Na2Nb4O11,Na2Nb4O11,Ceramic,Oxide,4.64,,,,,,,,JVASP-97397,JARVIS dft_3d (scraped),,,
LiY3WO8,LiY3WO8,Ceramic,Oxide,5.004,,,,,,,,JVASP-48660,JARVIS dft_3d (scraped),,,
ClF3,ClF3,Ceramic,Non-Oxide,2.649,,,,12.5954165150964,,,,JVASP-22588,JARVIS dft_3d (scraped),,,
MoCl3O,MoCl3O,Ceramic,Oxide,3.171,,,,21.341755684822843,,,,JVASP-32220,JARVIS dft_3d (scraped),,,
Ba4TlSi,Ba4TlSi,Ceramic,Mixed,5.315,,,,,,,,JVASP-64124,JARVIS dft_3d (scraped),,,
Na2Si2O5,Na2Si2O5,Ceramic,Oxide,2.576,,,,,,,,JVASP-97820,JARVIS dft_3d (scraped),,,
B5Mo2,B5Mo2,Ceramic,Boride,6.901,,,,,,,,JVASP-86980,JARVIS dft_3d (scraped),,,
InH7N2OF4,InH7N2OF4,Ceramic,Oxide,2.974,,,,,,,,JVASP-97936,JARVIS dft_3d (scraped),,,
KBaCl,KBaCl,Ceramic,Mixed,2.263,,,,380.43089700996666,,,,JVASP-64565,JARVIS dft_3d (scraped),,,
Nd3SeBrN2,Nd3SeBrN2,Ceramic,Nitride,5.966,,,,,,,,JVASP-98577,JARVIS dft_3d (scraped),,,
Li3Nd3W2O12,Li3Nd3W2O12,Ceramic,Oxide,6.837,,,,,,,,JVASP-97639,JARVIS dft_3d (scraped),,,
Na2Si3H2O8,Na2Si3H2O8,Ceramic,Oxide,2.347,,,,,,,,JVASP-98627,JARVIS dft_3d (scraped),,,
TmNiC2,TmNiC2,Ceramic,Carbide,8.889,,,,257.3484375,,,,JVASP-15304,JARVIS dft_3d (scraped),,,
MgZn3S4,MgZn3S4,Ceramic,Mixed,3.49,,,,,,,,JVASP-107751,JARVIS dft_3d (scraped),,,
Li4Cr2P4H3O16,Li4Cr2P4H3O16,Ceramic,Oxide,2.911,,,,,,,,JVASP-43020,JARVIS dft_3d (scraped),,,
Y6Fe16O,Y6Fe16O,Ceramic,Oxide,7.278,,,,,,,,JVASP-98512,JARVIS dft_3d (scraped),,,
Ca2RuO4,Ca2RuO4,Ceramic,Oxide,4.58,,,,,,,,JVASP-97689,JARVIS dft_3d (scraped),,,
Li3In2P3O12,Li3In2P3O12,Ceramic,Oxide,3.765,,,,,,,,JVASP-98195,JARVIS dft_3d (scraped),,,
Ce2Fe12P7,Ce2Fe12P7,Ceramic,Mixed,7.561,,,,,,,,JVASP-89294,JARVIS dft_3d (scraped),,,
Ba2VSi2O8,Ba2VSi2O8,Ceramic,Oxide,4.409,,,,,,,,JVASP-97596,JARVIS dft_3d (scraped),,,
Ba4CuP,Ba4CuP,Ceramic,Mixed,4.668,,,,,,,,JVASP-64039,JARVIS dft_3d (scraped),,,
BaY6Si3B6O24F2,BaY6Si3B6O24F2,Ceramic,Oxide,4.438,,,,,,,,JVASP-98057,JARVIS dft_3d (scraped),,,
CeB3O6,CeB3O6,Ceramic,Oxide,4.911,,,,,,,,JVASP-97871,JARVIS dft_3d (scraped),,,
Li3Co2O2F3,Li3Co2O2F3,Ceramic,Oxide,4.288,,,,,,,,JVASP-107794,JARVIS dft_3d (scraped),,,
MnPO4,MnPO4,Ceramic,Oxide,3.735,,,,,,,,JVASP-43763,JARVIS dft_3d (scraped),,,
Ba4TlP,Ba4TlP,Ceramic,Mixed,5.478,,,,,,,,JVASP-63952,JARVIS dft_3d (scraped),,,
Li3Fe3O4F4,Li3Fe3O4F4,Ceramic,Oxide,4.244,,,,,,,,JVASP-42423,JARVIS dft_3d (scraped),,,
BaCaCl,BaCaCl,Ceramic,Mixed,2.541,,,,,,,,JVASP-64354,JARVIS dft_3d (scraped),,,
MnS,MnS,Ceramic,Mixed,3.266,,,,46.75913982332471,,,,JVASP-14938,JARVIS dft_3d (scraped),,,
BeCoCl4,BeCoCl4,Ceramic,Mixed,2.518,,,,,,,,JVASP-65000,JARVIS dft_3d (scraped),,,
Ba4ZrP,Ba4ZrP,Ceramic,Mixed,4.694,,,,,,,,JVASP-63994,JARVIS dft_3d (scraped),,,
ZnH6C2N4O4,ZnH6C2N4O4,Ceramic,Oxide,2.515,,,,,,,,JVASP-97938,JARVIS dft_3d (scraped),,,
HgN6,HgN6,Ceramic,Nitride,4.518,,,,,,,,JVASP-88170,JARVIS dft_3d (scraped),,,
BeAlB,BeAlB,Ceramic,Boride,2.536,,,,303.2762212876092,,,,JVASP-15348,JARVIS dft_3d (scraped),,,
Ba4ZnSi,Ba4ZnSi,Ceramic,Mixed,4.406,,,,,,,,JVASP-64042,JARVIS dft_3d (scraped),,,
MgRe2O8,MgRe2O8,Ceramic,Oxide,4.91,,,,,,,,JVASP-12050,JARVIS dft_3d (scraped),,,
K4Rb2Co2O5,K4Rb2Co2O5,Ceramic,Oxide,3.316,,,,,,,,JVASP-88021,JARVIS dft_3d (scraped),,,
Sm2TeO2,Sm2TeO2,Ceramic,Oxide,7.482,,,,,,,,JVASP-3327,JARVIS dft_3d (scraped),,,
Na4BeSi,Na4BeSi,Ceramic,Mixed,1.511,,,,,,,,JVASP-65089,JARVIS dft_3d (scraped),,,
LiMn2OF3,LiMn2OF3,Ceramic,Oxide,3.631,,,,85.25399724206208,,,,JVASP-48807,JARVIS dft_3d (scraped),,,
NaMo3P3O16,NaMo3P3O16,Ceramic,Oxide,3.649,,,,,,,,JVASP-97399,JARVIS dft_3d (scraped),,,
Li5Mn3Fe2O10,Li5Mn3Fe2O10,Ceramic,Oxide,4.794,,,,,,,,JVASP-48316,JARVIS dft_3d (scraped),,,
MnNb2Zn2O8,MnNb2Zn2O8,Ceramic,Oxide,5.775,,,,,,,,JVASP-98856,JARVIS dft_3d (scraped),,,
Ba4CdSi,Ba4CdSi,Ceramic,Mixed,4.682,,,,,,,,JVASP-64165,JARVIS dft_3d (scraped),,,
LaPPd,LaPPd,Ceramic,Mixed,7.183,,,,1.2713160100586756,,,,JVASP-86451,JARVIS dft_3d (scraped),,,
MnAlO3,MnAlO3,Ceramic,Oxide,3.243,,,,,,,,JVASP-43051,JARVIS dft_3d (scraped),,,
KBiP2Se6,KBiP2Se6,Ceramic,Mixed,4.716,,,,,,,,JVASP-97642,JARVIS dft_3d (scraped),,,
Bi5IO7,Bi5IO7,Ceramic,Oxide,8.491,,,,,,,,JVASP-98513,JARVIS dft_3d (scraped),,,
Ti3Cu3O,Ti3Cu3O,Ceramic,Oxide,6.597,,,,,,,,JVASP-97353,JARVIS dft_3d (scraped),,,
Rb3IrN6O12,Rb3IrN6O12,Ceramic,Oxide,4.086,,,,,,,,JVASP-98012,JARVIS dft_3d (scraped),,,
Co2GeO4,Co2GeO4,Ceramic,Oxide,5.825,,,,,,,,JVASP-86605,JARVIS dft_3d (scraped),,,
Li5TiV3O8,Li5TiV3O8,Ceramic,Oxide,3.916,,,,,,,,JVASP-48396,JARVIS dft_3d (scraped),,,
HoB7Mo3,HoB7Mo3,Ceramic,Boride,7.96,,,,,,,,JVASP-98746,JARVIS dft_3d (scraped),,,
DyMn2O5,DyMn2O5,Ceramic,Oxide,6.713,,,,,,,,JVASP-97691,JARVIS dft_3d (scraped),,,
ZnFeO3,ZnFeO3,Ceramic,Oxide,5.751,,,,,,,,JVASP-46371,JARVIS dft_3d (scraped),,,
Hydrogen,H,Ceramic,Elemental,0.08988,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Helium,He,Ceramic,Elemental,0.1786,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Boron,B,Ceramic,Elemental,2.08,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Oxygen,O,Ceramic,Elemental,1.429,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Fluorine,F,Ceramic,Elemental,1.696,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Neon,Ne,Ceramic,Elemental,0.9002,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Sulfur,S,Ceramic,Elemental,2.07,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Chlorine,Cl,Ceramic,Elemental,3.2,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Argon,Ar,Ceramic,Elemental,1.784,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Arsenic,As,Ceramic,Elemental,5.727,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Bromine,Br,Ceramic,Elemental,3.1028,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Krypton,Kr,Ceramic,Elemental,3.749,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Tellurium,Te,Ceramic,Elemental,6.24,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Iodine,I,Ceramic,Elemental,4.933,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Polonium,Po,Ceramic,Elemental,9.196,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Astatine,At,Ceramic,Elemental,6.35,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Radon,Rn,Ceramic,Elemental,9.73,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Francium,Fr,Ceramic,Elemental,1.87,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Radium,Ra,Ceramic,Elemental,5.5,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Actinium,Ac,Ceramic,Elemental,10.0,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Thorium,Th,Ceramic,Elemental,11.724,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Protactinium,Pa,Ceramic,Elemental,15.37,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Uranium,U,Ceramic,Elemental,19.1,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Neptunium,Np,Ceramic,Elemental,20.45,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Plutonium,Pu,Ceramic,Elemental,19.816,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Americium,Am,Ceramic,Elemental,12.0,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Curium,Cm,Ceramic,Elemental,13.51,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Berkelium,Bk,Ceramic,Elemental,14.78,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Californium,Cf,Ceramic,Elemental,15.1,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Einsteinium,Es,Ceramic,Elemental,8.84,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Fermium,Fm,Ceramic,Elemental,,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Mendelevium,Md,Ceramic,Elemental,,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Nobelium,No,Ceramic,Elemental,,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Lawrencium,Lr,Ceramic,Elemental,,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Rutherfordium,Rf,Ceramic,Elemental,23.2,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Dubnium,Db,Ceramic,Elemental,29.3,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Seaborgium,Sg,Ceramic,Elemental,35.0,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Bohrium,Bh,Ceramic,Elemental,37.1,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Hassium,Hs,Ceramic,Elemental,40.7,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Meitnerium,Mt,Ceramic,Elemental,37.4,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Darmstadtium,Ds,Ceramic,Elemental,34.8,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Roentgenium,Rg,Ceramic,Elemental,28.7,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Copernicium,Cn,Ceramic,Elemental,14.0,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Nihonium,Nh,Ceramic,Elemental,16.0,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Flerovium,Fl,Ceramic,Elemental,14.0,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Moscovium,Mc,Ceramic,Elemental,13.5,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Livermorium,Lv,Ceramic,Elemental,12.9,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Tennessine,Ts,Ceramic,Elemental,7.17,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Oganesson,Og,Ceramic,Elemental,4.95,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Ununennium,Uue,Ceramic,Elemental,3.0,,,,,,,,Scraped from public GitHub dataset,Periodic-Table-JSON (scraped),,,
Aluminum Oxide Ceramic,Al2O3,Ceramic,Oxide,3.96,30.0,,400.0,393.0,1900.0,8.1,,,CSV,,6.0,
Silicon Carbide,SiC,Ceramic,Non-Oxide,3.21,120.0,,600.0,410.0,2500.0,4.3,,,CSV,,3.5,
Silicon Nitride,Si3N4,Ceramic,Non-Oxide,3.18,30.0,,900.0,330.0,1600.0,3.0,,,CSV,,5.0,
Zirconia Toughened Ceramic,ZrO2,Ceramic,Oxide,6.1,2.0,,1000.0,250.0,1200.0,10.0,,,CSV,,600.0,
Boron Carbide,B4C,Ceramic,Non-Oxide,2.51,29.0,,400.0,450.0,2800.0,4.5,,,CSV,,3.0,
Glass (Soda-Lime),SiO2Na,Ceramic,Silicate,2.52,1.0,,60.0,72.0,600.0,9.0,,,CSV,,1.5,
Glass Ceramic (Cordierite),MgAl2Si5O18,Ceramic,Glass-Ceramic,2.3,1.3,,100.0,110.0,650.0,1.3,,,CSV,,2.0,
